"x.1","x.2","y"
1.18621488026829,0.222276787415508,"yes"
-0.947284110744823,-1.09784302171244,"yes"
-0.345573595391853,-1.12176801626291,"yes"
0.252323754700358,-0.421622622492277,"yes"
-1.3345056042277,0.318044072812739,"yes"
-0.0144129757444884,-1.58830129401308,"yes"
-2.13962025561034,1.00464017686257,"yes"
0.453247811545136,-0.831540572503733,"yes"
0.798411340655089,0.207455062064984,"yes"
-2.34921341167127,0.649673455092852,"yes"
-0.346597774690982,-0.90695019285978,"yes"
-0.767939114904554,-0.663906789131005,"yes"
-0.160363899280778,-1.08199152290323,"yes"
-2.81436015462016,0.850815538340016,"yes"
0.635680599095188,-1.36291718322098,"yes"
-2.09422836771214,0.425608164246898,"yes"
-2.21077675749716,0.654510571287845,"yes"
1.58835895047463,-0.215446768560279,"yes"
1.76751898830574,0.828020959620281,"yes"
1.82789289322153,0.698300792416795,"yes"
0.293278021762341,-0.568149955210353,"yes"
-1.44170139686549,0.735945730433627,"yes"
1.03790659960149,0.201522095875063,"yes"
1.74410616678755,-0.0917103666485187,"yes"
0.0522694281872476,-0.944067524764028,"yes"
-2.29496868083758,-0.192149502370313,"yes"
0.569616587549242,0.51617395983703,"yes"
1.26743899788796,0.469433278040812,"yes"
1.67879427498199,0.480114821176654,"yes"
-1.7262734943715,0.461788275065287,"yes"
1.12059207644866,0.191689683432541,"yes"
0.980766136878103,-0.733157482141086,"yes"
-0.871841548568729,1.18096554822909,"yes"
-0.262215554403606,-1.19847330730773,"yes"
0.855710694013393,-0.943636738340614,"yes"
-0.0156633895728062,-0.683040061929005,"yes"
2.07717321395201,-0.468317439993223,"yes"
-1.86569495955896,0.88459087027985,"yes"
-0.319802278057808,-0.982296467580741,"yes"
1.40915005551628,0.401128578693775,"yes"
0.193521390694783,-1.35764302086314,"yes"
-1.39167230029834,0.373435459509001,"yes"
1.75135058345615,0.313854842137804,"yes"
1.52188479229713,0.143332744926009,"yes"
0.835315244151144,-0.813179482271543,"yes"
1.28319649999245,0.602671035457844,"yes"
0.145111306785649,-0.98371589091137,"yes"
